id,name,source,website,phone,email,facebook,instagram,linkedin,pagespeed_mobile,pagespeed_desktop,created_at,updated_at,address,city,state,zip_code,category,rating,reviews,twitter,youtube,hours,description,yelp_url,campaign_status,last_contact,contact_count,session_id,session_name
167,Ruben's Plumbing Services,Google Maps,https://rubensplumbingservices.com/?utm_source=gbp&utm_medium=organic,+1 512-504-9502,,,,,,,2026-03-26T02:05:01.239172,2026-03-26T02:05:01.239172,,,,,,4.8,85,,,,,,,,,,
168,Brett & Sons Plumbing LLC,Google Maps,https://www.brettandsonsplumbing.com/,+1 512-890-3891,,,,,,,2026-03-26T02:05:14.267769,2026-03-26T02:05:14.267769,"9033 Research Blvd #8310, Austin, TX 78758, United States",Austin,TX,78758,,4.8,72,,,,,,,,,,
169,Elite Air Conditioning and Plumbing,Google Maps,https://eliteaustinac.com/?utm_source=gmb&utm_medium=local&utm_campaign=website,+1 512-637-4237,sc********@***********ac.com,https://www.facebook.com/austineliteac/,https://www.instagram.com/eliteaustinacplumb/,https://www.linkedin.com/company/elite-heating-and-air-conditioning-llc/,,,2026-03-26T02:05:28.322662,2026-03-26T02:05:28.322662,"7101 Burleson Rd, Austin, TX 78744, United States",Austin,TX,78744,,4.9,719,https://twitter.com/eliteaustinac,https://www.youtube.com/channel/UCibkrQCYICw4jRrl8TzsZiA,,,,,,,,
170,Ferguson Plumbing Supply,Google Maps,https://www.ferguson.com/store/tx/austin/plumbingpvf-0245?utm_source=google&utm_medium=organic&utm_campaign=rt_lis_listingtraffic&utm_content=listing,+1 512-651-5152,customer.support@ferguson.com.All,https://www.facebook.com/FergusonOfficial,,,,,2026-03-26T02:06:17.346413,2026-03-26T02:06:17.346413,"700 E St Elmo Rd, Austin, TX 78745, United States",Austin,TX,78745,,4.6,39,,,,,,,,,,
171,Ferguson,Google Maps,https://www.ferguson.com/store/tx/austin/plumbingpvf-1263?utm_source=google&utm_medium=organic&utm_campaign=rt_lis_listingtraffic&utm_content=listing,+1 512-371-9642,customer.support@ferguson.com.All,https://www.facebook.com/FergusonOfficial,,,,,2026-03-26T02:06:49.312052,2026-03-26T02:06:49.312052,"3811 Airport Blvd, Austin, TX 78722, United States",Austin,TX,78722,,4.2,46,,,,,,,,,,
172,Austin Area Plumbing,Google Maps,https://austinareaplumbingofroundrock.com/,+1 737-510-7479,,https://www.facebook.com/AustinAreaPlumber/,https://www.instagram.com/austinareaplumbing/,,,,2026-03-26T02:07:08.728434,2026-03-26T02:07:08.728434,"123 E Old Settlers Blvd, Round Rock, TX 78664, United States",Round Rock,TX,78664,,4.9,337,,,,,,,,,,
173,Reece Plumbing,Google Maps,https://www.reece.com/plumbing,+1 512-928-1110,,https://www.facebook.com/reeceusa,,https://www.linkedin.com/company/reece-limited/posts/?feedView=all,,,2026-03-26T02:07:39.566817,2026-03-26T02:07:39.566817,"8210 Springdale Rd, Austin, TX 78724, United States",Austin,TX,78724,,4.4,34,,,,,,,,,,
174,"Repipe Specialists - Austin, TX",Google Maps,https://austin.repipe.com/?&utm_source=google&utm_medium=local-listings&utm_campaign=tx-aus,+1 512-318-2043,,,,,,,2026-03-26T02:07:57.704848,2026-03-26T02:07:57.704848,,,,,,4.6,9,,,,,,,,,,
175,JB Plumbing LLC,Google Maps,http://www.jbplumbing512.com/,+1 512-663-3049,,,,,,,2026-03-26T02:08:09.392902,2026-03-26T02:08:09.392902,,,,,,5.0,8,,,,,,,,,,
176,Redbud Plumbing,Google Maps,https://www.redbudplumbing.com/,+1 512-992-0909,info@redbudplumbing.com,https://www.facebook.com/RedbudPlumbing,https://www.instagram.com/redbudplumbing/?hl=en,,,,2026-03-26T02:08:41.760843,2026-03-26T02:08:41.760843,"9705 Burnet Rd #605, Austin, TX 78758, United States",Austin,TX,78758,,4.8,45,,,,,,,,,,
177,Winsupply of Austin,Google Maps,https://www.winsupplyinc.com/Location/Austin-TX/78745/Plumbing-Supplies,+1 512-707-9466,,,,,,,2026-03-26T02:08:53.457572,2026-03-26T02:08:53.457572,"1307 Smith Rd Suite 2-474, Austin, TX 78721, United States",Austin,TX,78721,,4.5,46,,,,,,,,,,
178,PreFix Austin,Google Maps,https://www.prefixinc.com/,+1 512-831-4390,customer.support@prefixinc.com,https://www.facebook.com/PreFixInc/,,,,,2026-03-26T02:09:18.945165,2026-03-26T02:09:18.945165,"611 S Congress Ave, Austin, TX 78704, United States",Austin,TX,78704,,4.5,130,https://twitter.com/PreFixInc,,,,,,,,,
179,VZ Tech PRO Appliance repair & Handyman,Google Maps,http://instagram.com/vztechpro,+1 737-342-0072,,https://developers.facebook.com/docs/instagram,https://help.instagram.com/581066165581870/?locale=en_US,,,,2026-03-26T02:09:41.086128,2026-03-26T02:09:41.086128,"1907 E 2nd St, Austin, TX 78702, United States",Austin,TX,78702,,5.0,152,,,,,,,,,,
180,Wilson Plumbing,Google Maps,https://wilsonplumbingaustin.com/,+1 512-452-8223,,,,,,,2026-03-26T02:10:02.853799,2026-03-26T02:10:02.853799,"906 E 47th St, Austin, TX 78751, United States",Austin,TX,78751,,5.0,1,,,,,,,,,,
181,Gold Eagle Services,Google Maps,https://goldeagleservices.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 512-489-4653,,https://www.facebook.com/GoldEagleServices,https://www.instagram.com/goldeagleservicesatx/,https://www.linkedin.com/company/gold-eagle-services-hvac/,,,2026-03-26T02:10:23.753072,2026-03-26T02:10:23.753072,"111 Congress Ave. STE 500, Austin, TX 78701, United States",Austin,TX,78701,,4.8,385,,,,,,,,,,
182,ET Plumbing,Google Maps,https://theetplumbing.com/,+1 512-826-1828,THEETPLUMBING@GMAIL.COM,https://www.facebook.com/ETplumbing?fref=nf,,,,,2026-03-26T02:10:57.465824,2026-03-26T02:10:57.465824,"551 S. IH-3 Floor 3 #033, Round Rock, TX 78664, United States",Round Rock,TX,78664,,5.0,190,,,,,,,,,,
183,THA Construction & Remodeling,Google Maps,https://thaconstruction.com/,+1 512-736-8585,thaconstructionatx@gmail.com,https://www.facebook.com/thaconstruction/,https://instagram.com/thaconstruction,https://www.linkedin.com/company/tha-construction-remodeling,,,2026-03-26T02:11:15.306384,2026-03-26T02:11:15.306384,"2021 Guadalupe St Suite 260, Austin, TX 78705, United States",Austin,TX,78705,,4.9,133,,https://youtube.com/@thaconstructionremodeling,,,,,,,,
184,Crownpoint Plumbco LLC,Google Maps,https://crownpointplumbco.com/,+1 512-758-6226,luciano@latinotype.com,,,,,,2026-03-26T02:11:28.732184,2026-03-26T02:11:28.732184,,,,,,5.0,6,,,,,,,,,,
185,Touchstone Plumbing Inc,Google Maps,http://www.touchstoneplumbing.com/,+1 512-442-6389,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,https://www.facebook.com/wix,,https://www.linkedin.com/company/wix-com,,,2026-03-26T02:11:45.476350,2026-03-26T02:11:45.476350,,,,,,3.7,22,,,,,,,,,,
186,Power Plumbing,Google Maps,http://www.powerlp.com/,+1 737-226-0104,,,,,,,2026-03-26T02:12:07.967982,2026-03-26T02:12:07.967982,"6935 Ryan Dr, Austin, TX 78757, United States",Austin,TX,78757,,5.0,4,,,,,,,,,,
187,4 Paws Plumbing,Google Maps,https://www.4pawsplumbing.com/?utm_source=GoogleAdPagesHomepage&utm_medium=GoogleAdPagesHomepage&utm_campaign=GoogleAdPagesHomepage&utm_id=GoogleAdPagesHomepage,+1 512-494-4761,johndoe@mail.com,https://facebook.com/4PawsPlumbing,,,,,2026-03-26T02:12:23.279445,2026-03-26T02:12:23.279445,,,,,,4.8,39,,,,,,,,,,
